Account Manager,
Growth strategy,
Key accounts,
Client facing,
Account Strategy,
Manage accounts,
Data driven,
Analytical,
Primary contact,
Cross functional,
Multitask,
Collaborative,
Business growth,
Consultative,
Upsell & Cross sell,
Campaign performance,
RFP ,
Drive revenue,
Recommendations,
Revenue quota,
Microsoft excel,
Troubleshooting,
Process management,
Communication skills,
Salesforce CRM,
Client satisfaction,
JIRA,
